OK	oklahoma	Ada,Altus,Alva,Anadarko,Antlers,Ardmore,Atoka,Bartlesville,Bethany,Bixby,Blackwell,Blanchard,Bristow,Broken Arrow,Broken Bow,Catoosa,Chandler,Checotah,Chickasha,Choctaw,Claremore,Cleveland,Clinton,Collinsville,Cordell,Coweta,Cushing,Duncan,Durant,Edmond,El Reno,Elk City,Enid,Eufaula,Fairview,Frederick,Grove,Guthrie,Guymon,Hennessey,Henryetta,Hobart,Holdenville,Hugo,Idabel,Jay,Jenks,Kingfisher,Kingston,Lawton,Lindsay,Locust Grove,Lone Grove,Madill,Mannford,Marietta,Marlow,McAlester,McLoud,Miami,Muldrow,Muskogee,Mustang,Newcastle,Norman,Oklahoma City,Okmulgee,Owasso,Pauls Valley,Pawhuska,Perry,Ponca City,Poteau,Pryor,Purcell,Sallisaw,Sand Springs,Sapulpa,Seminole,Shawnee,Skiatook,Spiro,Stigler,Stillwater,Stilwell,Sulphur,Tahlequah,Tecumseh,Tishomingo,Tulsa,Valliant,Vinita,Wagoner,Watonga,Weatherford,Wewoka,Wilburton,Woodward,Yukon
OH	ohio	Akron,Alliance,Amelia,Amherst,Archbold,Ashland,Ashtabula,Athens,Aurora,Avon,Avon Lake,Barberton,Barnesville,Batavia,Beachwood,Bedford,Bellaire,Bellbrook,Bellefontaine,Bellevue,Belpre,Berea,Bowling Green,Brecksville,Broadview Heights,Brookville,Brunswick,Bryan,Bucyrus,Burton,Cadiz,Cambridge,Canal Fulton,Canal Winchester,Canfield,Canton,Carrollton,Celina,Chagrin Falls,Chardon,Chesterland,Chillicothe,Cincinnati,Circleville,Cleveland,Cleves,Clyde,Columbia Station,Columbiana,Columbus,Conneaut,Cortland,Coshocton,Cuyahoga Falls,Dayton,Defiance,Delaware,Delphos,Dover,Dublin,East Liverpool,Eaton,Elyria,Englewood,Fairborn,Fairfield,Findlay,Fostoria,Franklin,Fremont,Galion,Gallipolis,Galloway,Geneva,Georgetown,Germantown,Girard,Goshen,Grafton,Granville,Greenfield,Greenville,Grove City,Groveport,Hamilton,Harrison,Hartville,Heath,Hebron,Hilliard,Hillsboro,Holland,Hubbard,Hudson,Huron,Independence,Ironton,Jackson,Jefferson,Johnstown,Kent,Kenton,Lancaster,Lebanon,Lewis Center,Lima,Lisbon,Lockbourne,Logan,London,Lorain,Louisville,Loveland,Madison,Mansfield,Maple Heights,Marietta,Marion,Martins Ferry,Marysville,Mason,Massillon,Maumee,Medina,Mentor,Miamisburg,Middlefield,Middletown,Milford,Millersburg,Minerva,Mogadore,Monroe,Mount Gilead,Mount Vernon,Napoleon,New Albany,New Carlisle,New Lexington,New Philadelphia,Newark,Newton Falls,Niles,North Lima,North Olmsted,North Royalton,Northfield,Norwalk,Novelty,Oak Harbor,Oberlin,Olmsted Falls,Oregon,Orrville,Ottawa,Oxford,Painesville,Pataskala,Paulding,Perrysburg,Pickerington,Piqua,Plain City,Pomeroy,Port Clinton,Portsmouth,Powell,Ravenna,Reynoldsburg,Richfield,Saint Clairsville,Saint Marys,Salem,Sandusky,Shelby,Sidney,Solon,Springboro,Springfield,Steubenville,Stow,Streetsboro,Strongsville,Sunbury,Swanton,Sylvania,Tallmadge,Tiffin,Tipp City,Toledo,Toronto,Troy,Twinsburg,Uhrichsville,Uniontown,Upper Sandusky,Urbana,Van Wert,Vandalia,Vermilion,Wadsworth,Wapakoneta,Warren,Washington Court Hou,Wauseon,Waverly,Waynesville,Wellington,West Chester,West Union,Westerville,Westlake,Wheelersburg,Wickliffe,Willard,Willoughby,Wilmington,Wooster,Xenia,Yellow Springs,Youngstown,Zanesville
WY	wyoming	Afton,Buffalo,Casper,Cheyenne,Cody,Douglas,Dubois,Evanston,Gillette,Green River,Jackson,Lander,Laramie,Newcastle,Pinedale,Powell,Rawlins,Riverton,Rock Springs,Sheridan,Thermopolis,Torrington,Wheatland,Worland
ND	northdakota	Bismarck,Bottineau,Cavalier,Devils Lake,Dickinson,Fargo,Grafton,Grand Forks,Jamestown,Langdon,Mandan,Minot,New Town,Rolla,Valley City,Wahpeton,West Fargo,Williston
NY	newyork	Albany,Albertson,Albion,Alfred,Amityville,Amsterdam,Ardsley,Armonk,Astoria,Auburn,Avon,Babylon,Baldwin,Baldwinsville,Ballston Spa,Batavia,Bath,Bay Shore,Bayport,Bayside,Beacon,Bedford,Bedford Hills,Bellerose,Bellmore,Bellport,Bethpage,Binghamton,Bohemia,Boonville,Brentwood,Brewster,Briarcliff Manor,Bridgehampton,Brockport,Bronx,Bronxville,Brooklyn,Buffalo,Cambria Heights,Camillus,Canandaigua,Canastota,Canton,Carle Place,Carmel,Carthage,Castleton On Hudson,Catskill,Cazenovia,Cedarhurst,Center Moriches,Centereach,Central Islip,Central Square,Central Valley,Champlain,Chappaqua,Chatham,Chester,Cicero,Clarence,Clifton Park,Clifton Springs,Clinton,Cobleskill,Cohoes,Cold Spring,College Point,Commack,Congers,Cooperstown,Copiague,Coram,Corning,Corona,Cortland,Cortlandt Manor,Croton On Hudson,Dansville,Deer Park,Delhi,Delmar,Depew,Deposit,Dobbs Ferry,Dunkirk,East Amherst,East Aurora,East Elmhurst,East Greenbush,East Hampton,East Islip,East Meadow,East Northport,East Rochester,East Rockaway,East Setauket,East Syracuse,Eastchester,Ellenville,Elma,Elmhurst,Elmira,Elmont,Elmsford,Endicott,Fairport,Far Rockaway,Farmingdale,Farmingville,Fayetteville,Fishkill,Floral Park,Florida,Flushing,Forest Hills,Franklin Square,Fredonia,Freeport,Fresh Meadows,Fulton,Garden City,Geneseo,Geneva,Glen Cove,Glen Head,Glens Falls,Gloversville,Goshen,Gouverneur,Grand Island,Great Neck,Greene,Greenport,Hamburg,Hampton Bays,Harrison,Hartsdale,Hastings On Hudson,Hauppauge,Haverstraw,Hawthorne,Hempstead,Henrietta,Herkimer,Hewlett,Hicksville,Highland,Hilton,Holbrook,Hollis,Holtsville,Honeoye Falls,Hopewell Junction,Hornell,Horseheads,Howard Beach,Hudson,Hudson Falls,Huntington,Huntington Station,Hyde Park,Inwood,Irvington,Island Park,Islip,Ithaca,Jackson Heights,Jamaica,Jamestown,Jericho,Johnson City,Johnstown,Katonah,Kew Gardens,Kinderhook,Kings Park,Kingston,Lagrangeville,Lake George,Lake Grove,Lake Placid,Lakewood,Lancaster,Larchmont,Latham,Lawrence,Levittown,Lewiston,Liberty,Lindenhurst,Little Falls,Little Neck,Liverpool,Lockport,Locust Valley,Long Beach,Long Island City,Lowville,Lynbrook,Lyons,MacEdon,Mahopac,Malone,Mamaroneck,Manhasset,Manlius,Maspeth,Massapequa,Massapequa Park,Massena,Mastic,Mattituck,Mayville,Mechanicville,Medford,Medina,Melville,Merrick,Middle Island,Middle Village,Middleburgh,Middletown,Millbrook,Miller Place,Millerton,Mineola,Monroe,Monsey,Montauk,Montgomery,Monticello,Mount Kisco,Mount Sinai,Mount Vernon,Nanuet,Nassau,Nesconset,New City,New Hartford,New Hyde Park,New Paltz,New Rochelle,New Windsor,New York,Newark,Newburgh,Niagara Falls,North Babylon,North Tonawanda,Northport,Norwich,Nyack,Oakdale,Oakland Gardens,Oceanside,Ogdensburg,Olean,Oneida,Oneonta,Ontario,Orangeburg,Orchard Park,Ossining,Oswego,Owego,Oyster Bay,Ozone Park,Palmyra,Patchogue,Patterson,Pawling,Pearl River,Peekskill,Pelham,Penfield,Penn Yan,Pine Bush,Pine Plains,Pittsford,Plainview,Plattsburgh,Pleasant Valley,Pleasantville,Pomona,Port Chester,Port Jefferson,Port Jervis,Port Washington,Potsdam,Poughkeepsie,Pulaski,Putnam Valley,Queens Village,Queensbury,Ravena,Red Hook,Rego Park,Rensselaer,Rhinebeck,Richmond Hill,Ridgewood,Riverhead,Rochester,Rockaway Park,Rockville Centre,Rocky Point,Rome,Ronkonkoma,Rosedale,Roslyn,Roslyn Heights,Rye,Sag Harbor,Saint Albans,Saint James,Saranac Lake,Saratoga Springs,Saugerties,Sayville,Scarsdale,Schenectady,Seaford,Selden,Seneca Falls,Shirley,Sidney,Skaneateles,Smithtown,Somers,South Ozone Park,South Richmond Hill,Southampton,Southold,Spencerport,Spring Valley,Springfield Gardens,Springville,Staten Island,Stony Brook,Stony Point,Suffern,Sunnyside,Syosset,Syracuse,Tarrytown,Thornwood,Tonawanda,Troy,Trumansburg,Tuckahoe,Uniondale,Utica,Valatie,Valhalla,Valley Stream,Vestal,Victor,Walden,Wallkill,Walton,Wantagh,Wappingers Falls,Warsaw,Warwick,Washingtonville,Waterloo,Watertown,Watervliet,Watkins Glen,Webster,Wellsville,West Babylon,West Hempstead,West Islip,West Nyack,Westbury,Westfield,Westhampton Beach,White Plains,Whitesboro,Whitestone,Williston Park,Woodbury,Woodhaven,Woodmere,Woodside,Woodstock,Wyandanch,Yaphank,Yonkers,Yorktown Heights
UT	utah	American Fork,Bountiful,Brigham City,Cedar City,Centerville,Clearfield,Delta,Draper,Farmington,Fillmore,Heber City,Hurricane,Kanab,Kaysville,Layton,Lehi,Lindon,Logan,Magna,Midvale,Moab,Nephi,North Salt Lake,Ogden,Orem,Park City,Payson,Pleasant Grove,Price,Provo,Richfield,Riverton,Roosevelt,Roy,Saint George,Salt Lake City,Salt Lake Cty,Sandy,South Jordan,Spanish Fork,Springville,Tooele,Tremonton,Vernal,West Jordan
NH	newhampshire	Amherst,Bedford,Berlin,Bow,Claremont,Concord,Contoocook,Conway,Derry,Dover,Durham,Epsom,Exeter,Franklin,Goffstown,Hampton,Hanover,Hillsboro,Hollis,Hooksett,Hudson,Keene,Laconia,Lebanon,Littleton,Londonderry,Manchester,Meredith,Merrimack,Milford,Nashua,New London,Newport,North Conway,North Hampton,Pelham,Peterborough,Plaistow,Plymouth,Portsmouth,Rochester,Salem,Seabrook,Somersworth,Stratham,Suncook,Tilton,Weare,West Lebanon,Windham,Wolfeboro
NV	nevada	Boulder City,Carson City,Crystal Bay,Elko,Ely,Fallon,Fernley,Gardnerville,Henderson,Incline Village,Las Vegas,Laughlin,Mesquite,Minden,North Las Vegas,Pahrump,Reno,Sparks,Stateline,Winnemucca,Yerington,Zephyr Cove
WV	westvirginia	Barboursville,Beckley,Berkeley Springs,Bluefield,Bridgeport,Buckhannon,Charles Town,Charleston,Clarksburg,Elkins,Fairmont,Fayetteville,Grafton,Hinton,Huntington,Hurricane,Keyser,Kingwood,Lewisburg,Logan,Martinsburg,Milton,Moorefield,Morgantown,Moundsville,New Martinsville,Nitro,Oak Hill,Parkersburg,Petersburg,Philippi,Point Pleasant,Princeton,Ravenswood,Ripley,Romney,Saint Albans,Scott Depot,Shepherdstown,Spencer,Summersville,Vienna,Weirton,Welch,Wellsburg,Weston,Wheeling,Williamson
TX	texas	Abilene,Addison,Aledo,Alice,Alief,Allen,Alpine,Alvarado,Alvin,Amarillo,Anahuac,Andrews,Angleton,Aransas Pass,Arlington,Athens,Atlanta,Austin,Azle,Bandera,Barker,Bastrop,Bay City,Baytown,Beaumont,Bedford,Beeville,Bellaire,Bellville,Belton,Big Spring,Boerne,Bonham,Borger,Bowie,Brady,Brazoria,Breckenridge,Brenham,Bridge City,Bridgeport,Brookshire,Brownfield,Brownsville,Brownwood,Bryan,Buda,Buffalo,Bulverde,Burkburnett,Burleson,Burnet,Caldwell,Cameron,Canadian,Canton,Canyon,Canyon Lake,Carrizo Springs,Carrollton,Carthage,Cedar Hill,Cedar Park,Center,Channelview,Childress,Clarksville,Cleburne,Cleveland,Clifton,Clute,Coldspring,Coleman,College Station,Colleyville,Columbus,Comanche,Comfort,Commerce,Conroe,Coppell,Copperas Cove,Corpus Christi,Corsicana,Crockett,Crosby,Crowley,Crp Christi,Crystal City,Cuero,Cypress,Dalhart,Dallas,Dayton,Decatur,Deer Park,Del Rio,Denison,Denton,Denver City,Desoto,Devine,Dickinson,Dimmitt,Donna,Dripping Springs,Dumas,Duncanville,Eagle Pass,Eastland,Edinburg,Edna,El Campo,El Paso,Elgin,Ennis,Euless,Fairfield,Falfurrias,Floresville,Flower Mound,Forney,Fort Stockton,Fort Worth,Frankston,Fredericksburg,Freeport,Friendswood,Frisco,Gainesville,Galveston,Garland,Gatesville,Georgetown,Giddings,Gilmer,Gladewater,Glen Rose,Gonzales,Graham,Granbury,Grand Prairie,Grapevine,Greenville,Groesbeck,Groves,Hallettsville,Haltom City,Hamilton,Harker Heights,Harlingen,Hearne,Helotes,Hemphill,Hempstead,Henderson,Hereford,Hidalgo,Hillsboro,Hitchcock,Hondo,Houston,Humble,Huntsville,Hurst,Ingram,Irving,Jacksboro,Jacksonville,Jasper,Jefferson,Justin,Katy,Kaufman,Keller,Kemah,Kemp,Kennedale,Kermit,Kerrville,Kilgore,Killeen,Kingsland,Kingsville,Kountze,Kyle,La Grange,La Marque,La Porte,Lake Dallas,Lake Jackson,Lamesa,Lampasas,Lancaster,Laredo,League City,Leander,Levelland,Lewisville,Liberty,Lindale,Littlefield,Livingston,Llano,Lockhart,Longview,Lubbock,Lufkin,Luling,Lumberton,Mabank,Madisonville,Magnolia,Manchaca,Mansfield,Manvel,Marble Falls,Marlin,Marshall,Mathis,Mc Kinney,McAllen,Mercedes,Mesquite,Mexia,Midland,Midlothian,Mineola,Mineral Wells,Mission,Missouri City,Monahans,Montgomery,Mount Pleasant,Mount Vernon,Muleshoe,Nacogdoches,Navasota,Nederland,Needville,New Boston,New Braunfels,Nocona,North Richland Hills,Odessa,Orange,Palestine,Pampa,Paris,Pasadena,Pearland,Pearsall,Pecos,Perryton,Pflugerville,Pharr,Pinehurst,Pittsburg,Plainview,Plano,Pleasanton,Port Aransas,Port Arthur,Port Isabel,Port Lavaca,Port Neches,Porter,Portland,Post,Quinlan,Quitman,Raymondville,Red Oak,Refugio,Richardson,Richmond,Rio Grande City,Roanoke,Robstown,Rockdale,Rockport,Rockwall,Rosenberg,Round Rock,Rowlett,Rusk,San Angelo,San Antonio,San Augustine,San Benito,San Juan,San Marcos,San Saba,Sanger,Santa Fe,Schertz,Schulenburg,Seabrook,Seagoville,Sealy,Seguin,Seminole,Sherman,Silsbee,Sinton,Slaton,Smithville,Snyder,Sonora,South Houston,South Padre Island,Southlake,Spearman,Splendora,Spring,Spring Branch,Stafford,Stephenville,Sugar Land,Sulphur Springs,Sunnyvale,Sweetwater,Taylor,Temple,Terrell,Texarkana,Texas City,The Colony,Tomball,Trinity,Tulia,Tyler,Universal City,Uvalde,Vernon,Victoria,Vidor,Waco,Waller,Waxahachie,Weatherford,Webster,Weslaco,West Columbia,Wharton,Whitehouse,Whitney,Wichita Falls,Willis,Wills Point,Wimberley,Winnie,Winnsboro,Woodville,Woodway,Wylie,Yoakum,Zapata
NE	nebraska	Albion,Alliance,Auburn,Aurora,Beatrice,Bellevue,Benkelman,Blair,Broken Bow,Chadron,Columbus,Cozad,Crete,David City,Elkhorn,Fairbury,Falls City,Fremont,Gering,Gothenburg,Grand Island,Hartington,Hastings,Holdrege,Imperial,Kearney,Kimball,La Vista,Lexington,Lincoln,Mc Cook,Minden,Nebraska City,Norfolk,North Platte,Ogallala,Omaha,Oneill,Ord,Papillion,Plattsmouth,Scottsbluff,Seward,Sidney,South Sioux City,Superior,Valentine,Wahoo,Wayne,West Point,York
MT	montana	Anaconda,Baker,Belgrade,Big Sky,Big Timber,Bigfork,Billings,Bozeman,Browning,Butte,Chinook,Choteau,Columbia Falls,Conrad,Cut Bank,Dillon,Ennis,Eureka,Glasgow,Glendive,Great Falls,Hamilton,Hardin,Havre,Helena,Kalispell,Laurel,Lewistown,Libby,Livingston,Malta,Miles City,Missoula,Plentywood,Polson,Poplar,Red Lodge,Ronan,Roundup,Shelby,Sidney,Stevensville,Whitefish,Wolf Point
MO	missouri	Arnold,Aurora,Ava,Ballwin,Belton,Bethany,Blue Springs,Bolivar,Bonne Terre,Boonville,Bowling Green,Branson,Bridgeton,Brookfield,Buffalo,Butler,California,Camdenton,Cameron,Cape Girardeau,Carrollton,Carthage,Caruthersville,Cassville,Chesterfield,Chillicothe,Clinton,Columbia,Cuba,De Soto,Dexter,Doniphan,El Dorado Springs,Eldon,Eureka,Excelsior Springs,Farmington,Fayette,Fenton,Festus,Florissant,Forsyth,Fredericktown,Fulton,Grandview,Gravois Mills,Hannibal,Harrisonville,Hazelwood,Hermann,Higginsville,High Ridge,Hillsboro,Hollister,Houston,Imperial,Independence,Jackson,Jefferson City,Joplin,Kansas City,Kearney,Kennett,Kimberling City,Kirksville,Lake Ozark,Lamar,Lebanon,Lees Summit,Lexington,Liberty,Linn,MacOn,Malden,Marshall,Marshfield,Maryland Heights,Maryville,Mexico,Moberly,Monett,Mount Vernon,Mountain Grove,Neosho,Nevada,Nixa,O Fallon,Oak Grove,Odessa,Osage Beach,Owensville,Ozark,Pacific,Park Hills,Perryville,Platte City,Pleasant Hill,Poplar Bluff,Potosi,Reeds Spring,Republic,Richmond,Rogersville,Rolla,Saint Ann,Saint Charles,Saint Clair,Saint James,Saint Joseph,Saint Louis,Saint Peters,Saint Robert,Sainte Genevieve,Salem,Savannah,Sedalia,Sikeston,Smithville,Springfield,Steelville,Sullivan,Trenton,Troy,Union,Valley Park,Versailles,Warrensburg,Warrenton,Warsaw,Washington,Waynesville,Webb City,Wentzville,West Plains
NM	newmexico	Alamogordo,Albuquerque,Artesia,Aztec,Belen,Bernalillo,Carlsbad,Clayton,Clovis,Crownpoint,Deming,Espanola,Farmington,Gallup,Grants,Hobbs,Las Cruces,Las Vegas,Los Alamos,Los Lunas,Lovington,Portales,Raton,Rio Rancho,Roswell,Ruidoso,Santa Fe,Santa Rosa,Shiprock,Silver City,Socorro,Taos,Tijeras,Truth or Consequence,Tucumcari
MI	michigan	Ada,Adrian,Albion,Algonac,Allegan,Allen Park,Allendale,Alma,Alpena,Ann Arbor,Auburn Hills,Bad Axe,Battle Creek,Bay City,Belding,Bellaire,Belleville,Benton Harbor,Berkley,Berrien Springs,Big Rapids,Birch Run,Birmingham,Bloomfield Hills,Boyne City,Brighton,Brooklyn,Buchanan,Burton,Byron Center,Cadillac,Caledonia,Calumet,Canton,Caro,Cass City,Cassopolis,Cedar Springs,Center Line,Charlevoix,Charlotte,Cheboygan,Chelsea,Chesaning,Clare,Clarkston,Clawson,Clinton Township,Clio,Coldwater,Coloma,Commerce Township,Comstock Park,Coopersville,Davison,Dearborn,Dearborn Heights,Delton,Detroit,Dewitt,Dexter,Dowagiac,Durand,East Lansing,East Tawas,Eastpointe,Eaton Rapids,Edwardsburg,Escanaba,Essexville,Farmington,Fenton,Ferndale,Flat Rock,Flint,Flushing,Fort Gratiot,Fowlerville,Frankenmuth,Franklin,Fraser,Freeland,Fremont,Garden City,Gaylord,Gladwin,Grand Blanc,Grand Haven,Grand Ledge,Grand Rapids,Grandville,Grayling,Greenville,Grosse Ile,Grosse Pointe,Hamtramck,Hancock,Harbor Springs,Harper Woods,Harrison,Harrison Township,Hart,Haslett,Hastings,Hazel Park,Highland,Highland Park,Hillsdale,Holland,Holly,Holt,Houghton,Houghton Lake,Howell,Hudsonville,Imlay City,Inkster,Ionia,Iron Mountain,Iron River,Ironwood,Ishpeming,Jackson,Jenison,Jonesville,Kalamazoo,Kalkaska,Lake City,Lake Orion,Lambertville,Lanse,Lansing,Lapeer,Lincoln Park,Linden,Livonia,Lowell,Ludington,MacOmb,Madison Heights,Manistee,Manistique,Marine City,Marlette,Marquette,Marshall,Marysville,Mason,Melvindale,Menominee,Metamora,Middleville,Midland,Milan,Milford,Millington,Monroe,Mount Clemens,Mount Morris,Mount Pleasant,Munising,Muskegon,New Baltimore,New Buffalo,Newaygo,Newberry,Niles,Northville,Novi,Oak Park,Okemos,Ontonagon,Ortonville,Oscoda,Otsego,Owosso,Oxford,Paw Paw,Petoskey,Pigeon,Pinckney,Pinconning,Plainwell,Plymouth,Pontiac,Port Huron,Portage,Redford,Reed City,Richland,Richmond,Rochester,Rockford,Rogers City,Romeo,Romulus,Roscommon,Roseville,Royal Oak,Saginaw,Saint Clair,Saint Clair Shores,Saint Ignace,Saint Johns,Saint Joseph,Saline,Sandusky,Sanford,Saugatuck,Sault Sainte Marie,South Haven,South Lyon,Southfield,Southgate,Sparta,Spring Lake,Standish,Sterling Heights,Stevensville,Sturgis,Suttons Bay,Swartz Creek,Tawas City,Taylor,Tecumseh,Temperance,Three Rivers,Traverse City,Trenton,Troy,Utica,Vassar,Vicksburg,Walled Lake,Warren,Washington,Waterford,Wayland,Wayne,West Bloomfield,West Branch,West Olive,Westland,White Cloud,White Lake,Whitehall,Whitmore Lake,Williamston,Wixom,Wyandotte,Ypsilanti,Zeeland
MA	massachusetts	Abington,Acton,Adams,Agawam,Allston,Amesbury,Amherst,Andover,Arlington,Ashland,Athol,Attleboro,Auburn,Avon,Ayer,Bedford,Belchertown,Bellingham,Belmont,Beverly,Billerica,Boston,Braintree,Brewster,Bridgewater,Brighton,Brockton,Brookline,Burlington,Buzzards Bay,Cambridge,Canton,Carver,Centerville,Charlestown,Charlton,Chatham,Chelmsford,Chelsea,Chestnut Hill,Chicopee,Clinton,Cohasset,Concord,Danvers,Dartmouth,Dedham,Dennis,Dracut,Duxbury,East Bridgewater,East Falmouth,East Longmeadow,Easthampton,Easton,Edgartown,Everett,Fairhaven,Fall River,Falmouth,Feeding Hills,Fitchburg,Florence,Foxboro,Framingham,Franklin,Gardner,Georgetown,Gloucester,Great Barrington,Greenfield,Groton,Hadley,Hanover,Harwich,Haverhill,Hingham,Holbrook,Holden,Holliston,Holyoke,Hopkinton,Hudson,Hull,Hyannis,Hyde Park,Indian Orchard,Ipswich,Jamaica Plain,Kingston,Lakeville,Lawrence,Lee,Lenox,Leominster,Lexington,Littleton,Longmeadow,Lowell,Ludlow,Lunenburg,Lynn,Lynnfield,Malden,Manchester,Mansfield,Marblehead,Marlborough,Marshfield,Mashpee,Mattapan,Mattapoisett,Maynard,Medfield,Medford,Medway,Melrose,Methuen,Middleboro,Middleton,Milford,Millbury,Millis,Milton,Nantucket,Natick,Needham,New Bedford,Newburyport,Newton,North Adams,North Andover,North Attleboro,North Billerica,North Chelmsford,North Dartmouth,North Reading,Northampton,Northborough,Norton,Norwell,Norwood,Oak Bluffs,Orange,Orleans,Osterville,Oxford,Palmer,Peabody,Pembroke,Pepperell,Pittsfield,Plainville,Plymouth,Provincetown,Quincy,Randolph,Raynham,Reading,Rehoboth,Revere,Rockland,Rockport,Roslindale,Rowley,Salem,Salisbury,Sandwich,Saugus,Scituate,Seekonk,Sharon,Shrewsbury,Somerset,Somerville,South Dennis,South Hadley,South Yarmouth,Southborough,Southbridge,Southwick,Spencer,Springfield,Sterling,Stoneham,Stoughton,Sturbridge,Sudbury,Swampscott,Swansea,Taunton,Tewksbury,Topsfield,Tyngsboro,Uxbridge,Vineyard Haven,Wakefield,Walpole,Waltham,Ware,Wareham,Watertown,Wayland,Webster,Wellesley,West Boylston,West Bridgewater,West Roxbury,West Springfield,West Yarmouth,Westborough,Westfield,Westford,Weston,Westport,Westwood,Weymouth,Whitinsville,Whitman,Wilbraham,Williamstown,Wilmington,Winchendon,Winchester,Winthrop,Woburn,Worcester,Wrentham,Yarmouth Port
MD	maryland	Aberdeen,Abingdon,Annapolis,Arnold,Ashton,Baltimore,Bel Air,Beltsville,Berlin,Bethesda,Bladensburg,Bowie,Brandywine,Brooklyn,Burtonsville,California,Cambridge,Capitol Heights,Catonsville,Centreville,Chester,Chestertown,Chevy Chase,Clarksville,Clinton,Cockeysville,College Park,Columbia,Crofton,Cumberland,Damascus,Denton,District Heights,Dundalk,Dunkirk,Easton,Edgewater,Edgewood,Elkridge,Elkton,Ellicott City,Essex,Fallston,Finksburg,Forest Hill,Fork,Fort Washington,Frederick,Frostburg,Gaithersburg,Gambrills,Germantown,Glen Burnie,Greenbelt,Gwynn Oak,Hagerstown,Halethorpe,Hampstead,Hanover,Havre De Grace,Hunt Valley,Huntingtown,Hyattsville,Jarrettsville,Jessup,Joppa,Kensington,La Plata,Lanham,Laurel,Leonardtown,Lexington Park,Linthicum Heights,Lutherville Timonium,Mechanicsville,Middle River,Middletown,Millersville,Mount Airy,North Beach,North East,Nottingham,Oakland,Ocean City,Odenton,Olney,Owings,Owings Mills,Oxon Hill,Parkville,Pasadena,Pikesville,Pocomoke City,Potomac,Prince Frederick,Princess Anne,Randallstown,Reisterstown,Rising Sun,Riverdale,Rockville,Rosedale,Saint Michaels,Salisbury,Severn,Severna Park,Silver Spring,Solomons,Stevensville,Suitland,Sykesville,Takoma Park,Taneytown,Temple Hills,Thurmont,Towson,Upper Marlboro,Waldorf,Westminster,White Marsh,White Plains,Williamsport,Windsor Mill
